entity_type,entity_name,source_type,source_title,source_url
person,Natalie Portman,Wikipedia,Natalie Portman,https://en.wikipedia.org/wiki/Natalie_Portman
person,Ng Man-tat,Wikipedia,Ng Man-tat,https://en.wikipedia.org/wiki/Ng_Man-tat
person,Ni Ni,Wikipedia,Ni Ni,https://en.wikipedia.org/wiki/Ni_Ni
person,Niki Caro,Wikipedia,Niki Caro,https://en.wikipedia.org/wiki/Niki_Caro
person,Ning Hao,Wikipedia,Ning Hao,https://en.wikipedia.org/wiki/Ning_Hao
person,Nora Ephron,Wikipedia,Nora Ephron,https://en.wikipedia.org/wiki/Nora_Ephron
person,Octavia Spencer,Wikipedia,Octavia Spencer,https://en.wikipedia.org/wiki/Octavia_Spencer
person,Paul Thomas Anderson,Wikipedia,Paul Thomas Anderson,https://en.wikipedia.org/wiki/Paul_Thomas_Anderson
person,Pedro Pascal,Wikipedia,Pedro Pascal,https://en.wikipedia.org/wiki/Pedro_Pascal
person,Peter Chan,Wikipedia,Peter Chan,https://en.wikipedia.org/wiki/Peter_Chan
person,Qin Hao,Wikipedia,Qin Hao,https://en.wikipedia.org/wiki/Qin_Hao
person,Qu Chuxiao,Wikipedia,Qu Chuxiao,https://en.wikipedia.org/wiki/Qu_Chuxiao
person,Quentin Tarantino,Wikipedia,Quentin Tarantino,https://en.wikipedia.org/wiki/Quentin_Tarantino
person,Ralph Fiennes,Wikipedia,Ralph Fiennes,https://en.wikipedia.org/wiki/Ralph_Fiennes
person,Rebecca Ferguson,Wikipedia,Rebecca Ferguson,https://en.wikipedia.org/wiki/Rebecca_Ferguson
person,Ridley Scott,Wikipedia,Ridley Scott,https://en.wikipedia.org/wiki/Ridley_Scott
person,Rihanna,Wikipedia,Rihanna,https://en.wikipedia.org/wiki/Rihanna
person,Robert De Niro,Wikipedia,Robert De Niro,https://en.wikipedia.org/wiki/Robert_De_Niro
person,Robert Downey Jr.,Wikipedia,Robert Downey Jr.,https://en.wikipedia.org/wiki/Robert_Downey_Jr.
person,Rosamund Kwan,Wikipedia,Rosamund Kwan,https://en.wikipedia.org/wiki/Rosamund_Kwan
person,Rosamund Pike,Wikipedia,Rosamund Pike,https://en.wikipedia.org/wiki/Rosamund_Pike
person,Ryan Coogler,Wikipedia,Ryan Coogler,https://en.wikipedia.org/wiki/Ryan_Coogler
person,Ryan Gosling,Wikipedia,Ryan Gosling,https://en.wikipedia.org/wiki/Ryan_Gosling
person,Ryan Reynolds,Wikipedia,Ryan Reynolds,https://en.wikipedia.org/wiki/Ryan_Reynolds
person,Samuel L. Jackson,Wikipedia,Samuel L. Jackson,https://en.wikipedia.org/wiki/Samuel_L._Jackson
person,Saoirse Ronan,Wikipedia,Saoirse Ronan,https://en.wikipedia.org/wiki/Saoirse_Ronan
person,Scarlett Johansson,Wikipedia,Scarlett Johansson,https://en.wikipedia.org/wiki/Scarlett_Johansson
person,Shen Teng,Wikipedia,Shen Teng,https://en.wikipedia.org/wiki/Shen_Teng
person,Show Luo,Wikipedia,Show Luo,https://en.wikipedia.org/wiki/Show_Luo
person,Shu Qi,Wikipedia,Shu Qi,https://en.wikipedia.org/wiki/Shu_Qi
person,Sigourney Weaver,Wikipedia,Sigourney Weaver,https://en.wikipedia.org/wiki/Sigourney_Weaver
person,Sihung Lung,Wikipedia,Sihung Lung,https://en.wikipedia.org/wiki/Sihung_Lung
person,Simu Liu,Wikipedia,Simu Liu,https://en.wikipedia.org/wiki/Simu_Liu
person,Sofia Coppola,Wikipedia,Sofia Coppola,https://en.wikipedia.org/wiki/Sofia_Coppola
person,Spike Lee,Wikipedia,Spike Lee,https://en.wikipedia.org/wiki/Spike_Lee
person,Stephanie Hsu,Wikipedia,Stephanie Hsu,https://en.wikipedia.org/wiki/Stephanie_Hsu
person,Stephen Chow,Wikipedia,Stephen Chow,https://en.wikipedia.org/wiki/Stephen_Chow
person,Steven Spielberg,Wikipedia,Steven Spielberg,https://en.wikipedia.org/wiki/Steven_Spielberg
person,Steven Yeun,Wikipedia,Steven Yeun,https://en.wikipedia.org/wiki/Steven_Yeun
person,Sun Li,Wikipedia,Sun Li,https://en.wikipedia.org/wiki/Sun_Li
person,Takeshi Kaneshiro,Wikipedia,Takeshi Kaneshiro,https://en.wikipedia.org/wiki/Takeshi_Kaneshiro
person,Tang Wei,Wikipedia,Tang Wei,https://en.wikipedia.org/wiki/Tang_Wei
person,Taraji P. Henson,Wikipedia,Taraji P. Henson,https://en.wikipedia.org/wiki/Taraji_P._Henson
person,Tilda Swinton,Wikipedia,Tilda Swinton,https://en.wikipedia.org/wiki/Tilda_Swinton
person,Timothée Chalamet,Wikipedia,Timothée Chalamet,https://en.wikipedia.org/wiki/Timoth%C3%A9e_Chalamet
person,Tom Cruise,Wikipedia,Tom Cruise,https://en.wikipedia.org/wiki/Tom_Cruise
person,Tom Hanks,Wikipedia,Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks
person,Tong Dawei,Wikipedia,Tong Dawei,https://en.wikipedia.org/wiki/Tong_Dawei
person,Toni Collette,Wikipedia,Toni Collette,https://en.wikipedia.org/wiki/Toni_Collette
person,Tony Leung Chiu-wai,Wikipedia,Tony Leung Chiu-wai,https://en.wikipedia.org/wiki/Tony_Leung_Chiu-wai
person,Tony Leung Ka-fai,Wikipedia,Tony Leung Ka-fai,https://en.wikipedia.org/wiki/Tony_Leung_Ka-fai
person,Trevante Rhodes,Wikipedia,Trevante Rhodes,https://en.wikipedia.org/wiki/Trevante_Rhodes
person,Tsui Hark,Wikipedia,Tsui Hark,https://en.wikipedia.org/wiki/Tsui_Hark
person,Tzi Ma,Wikipedia,Tzi Ma,https://en.wikipedia.org/wiki/Tzi_Ma
person,Viola Davis,Wikipedia,Viola Davis,https://en.wikipedia.org/wiki/Viola_Davis
person,Wang Baoqiang,Wikipedia,Wang Baoqiang,https://en.wikipedia.org/wiki/Wang_Baoqiang
person,Wes Anderson,Wikipedia,Wes Anderson,https://en.wikipedia.org/wiki/Wes_Anderson
person,Wong Kar-wai,Wikipedia,Wong Kar-wai,https://en.wikipedia.org/wiki/Wong_Kar-wai
person,Wu Jing,Wikipedia,Wu Jing,https://en.wikipedia.org/wiki/Wu_Jing
person,Xu Fan,Wikipedia,Xu Fan,https://en.wikipedia.org/wiki/Xu_Fan
person,Xu Zheng,Wikipedia,Xu Zheng,https://en.wikipedia.org/wiki/Xu_Zheng
person,Yang Kuei-mei,Wikipedia,Yang Kuei-mei,https://en.wikipedia.org/wiki/Yang_Kuei-mei
person,Youn Yuh-jung,Wikipedia,Youn Yuh-jung,https://en.wikipedia.org/wiki/Youn_Yuh-jung
person,Yu Nan,Wikipedia,Yu Nan,https://en.wikipedia.org/wiki/Yu_Nan
person,Yuen Biao,Wikipedia,Yuen Biao,https://en.wikipedia.org/wiki/Yuen_Biao
person,Yuen Wah,Wikipedia,Yuen Wah,https://en.wikipedia.org/wiki/Yuen_Wah
person,Zendaya,Wikipedia,Zendaya,https://en.wikipedia.org/wiki/Zendaya
person,Zhang Fengyi,Wikipedia,Zhang Fengyi,https://en.wikipedia.org/wiki/Zhang_Fengyi
person,Zhang Guoli,Wikipedia,Zhang Guoli,https://en.wikipedia.org/wiki/Zhang_Guoli
person,Zhang Jingchu,Wikipedia,Zhang Jingchu,https://en.wikipedia.org/wiki/Zhang_Jingchu
person,Zhang Yi,Wikipedia,Zhang Yi,https://en.wikipedia.org/wiki/Zhang_Yi
person,Zhang Yimou,Wikipedia,Zhang Yimou,https://en.wikipedia.org/wiki/Zhang_Yimou
person,Zhang Ziyi,Wikipedia,Zhang Ziyi,https://en.wikipedia.org/wiki/Zhang_Ziyi
person,Zhao Shuzhen,Wikipedia,Zhao Shuzhen,https://en.wikipedia.org/wiki/Zhao_Shuzhen
person,Zhao Tao,Wikipedia,Zhao Tao,https://en.wikipedia.org/wiki/Zhao_Tao
person,Zhao Wei,Wikipedia,Zhao Wei,https://en.wikipedia.org/wiki/Zhao_Wei
person,Zheng Kai,Wikipedia,Zheng Kai,https://en.wikipedia.org/wiki/Zheng_Kai
person,Zhong Chuxi,Wikipedia,Zhong Chuxi,https://en.wikipedia.org/wiki/Zhong_Chuxi
person,Zhou Xun,Wikipedia,Zhou Xun,https://en.wikipedia.org/wiki/Zhou_Xun
person,Zhu Yilong,Wikipedia,Zhu Yilong,https://en.wikipedia.org/wiki/Zhu_Yilong
